group	fill	colour	clickSelects
2	#CD1076	#000000	32
3	#CD1076	#000000	51
4	#F0A0BC	#6A6A6A	58
5	#F0A0BC	#6A6A6A	58
6	#FBDBE5	#AAAAAA	12
7	#FFFFFF	#D3D3D3	65
8	#FFFFFF	#D3D3D3	65
9	#FFFFFF	#D3D3D3	65
10	#FFFFFF	#D3D3D3	65
11	#FFFFFF	#D3D3D3	65
12	#FFFFFF	#D3D3D3	65
13	#FFFFFF	#D3D3D3	65
14	#CD1076	#000000	51
15	#FFFFFF	#D3D3D3	65
16	#FFFFFF	#D3D3D3	65
17	#FFFFFF	#D3D3D3	65
18	#FFFFFF	#D3D3D3	65
19	#FFFFFF	#D3D3D3	65
20	#FFFFFF	#D3D3D3	65
21	#FFFFFF	#D3D3D3	65
22	#FFFFFF	#D3D3D3	65
23	#FFFFFF	#D3D3D3	5
24	#FFFFFF	#D3D3D3	65
25	#CD1076	#000000	51
26	#FFFFFF	#D3D3D3	65
27	#FFFFFF	#D3D3D3	65
28	#FFFFFF	#D3D3D3	65
29	#FFFFFF	#D3D3D3	65
30	#FFFFFF	#D3D3D3	65
31	#FFFFFF	#D3D3D3	65
32	#FFFFFF	#D3D3D3	65
33	#FFFFFF	#D3D3D3	31
34	#FFFFFF	#D3D3D3	65
35	#FFFFFF	#D3D3D3	65
36	#D33680	#151515	64
37	#FFFFFF	#D3D3D3	55
38	#FFFFFF	#D3D3D3	55
39	#FFFFFF	#D3D3D3	55
40	#FFFFFF	#D3D3D3	55
41	#FFFFFF	#D3D3D3	31
42	#FFFFFF	#D3D3D3	31
43	#FFFFFF	#D3D3D3	31
44	#FFFFFF	#D3D3D3	31
45	#FFFFFF	#D3D3D3	31
46	#D33680	#151515	64
47	#D33680	#151515	64
48	#F0A0BC	#6A6A6A	58
49	#D33680	#151515	64
50	#F0A0BC	#6A6A6A	58
51	#CD1076	#000000	32
52	#CD1076	#000000	51
53	#F0A0BC	#6A6A6A	58
54	#F0A0BC	#6A6A6A	58
55	#F0A0BC	#6A6A6A	58
56	#FFFFFF	#D3D3D3	65
57	#FFFFFF	#D3D3D3	65
58	#FFFFFF	#D3D3D3	65
59	#FFFFFF	#D3D3D3	65
60	#FFFFFF	#D3D3D3	65
61	#FFFFFF	#D3D3D3	65
62	#FFFFFF	#D3D3D3	65
63	#CD1076	#000000	51
64	#FFFFFF	#D3D3D3	65
65	#FFFFFF	#D3D3D3	65
66	#FFFFFF	#D3D3D3	65
67	#FFFFFF	#D3D3D3	65
68	#FFFFFF	#D3D3D3	65
69	#FFFFFF	#D3D3D3	65
70	#FFFFFF	#D3D3D3	65
71	#FFFFFF	#D3D3D3	65
72	#FFFFFF	#D3D3D3	5
73	#FFFFFF	#D3D3D3	5
74	#CD1076	#000000	51
75	#FFFFFF	#D3D3D3	65
76	#FFFFFF	#D3D3D3	65
77	#FFFFFF	#D3D3D3	65
78	#FFFFFF	#D3D3D3	65
79	#FFFFFF	#D3D3D3	65
80	#FFFFFF	#D3D3D3	92
81	#FFFFFF	#D3D3D3	65
82	#FFFFFF	#D3D3D3	65
83	#FFFFFF	#D3D3D3	31
84	#FFFFFF	#D3D3D3	65
85	#D33680	#151515	64
86	#FFFFFF	#D3D3D3	65
87	#FFFFFF	#D3D3D3	55
88	#FFFFFF	#D3D3D3	55
89	#FFFFFF	#D3D3D3	55
90	#FFFFFF	#D3D3D3	55
91	#FFFFFF	#D3D3D3	31
92	#FFFFFF	#D3D3D3	31
93	#FFFFFF	#D3D3D3	31
94	#FFFFFF	#D3D3D3	31
95	#FFFFFF	#D3D3D3	31
96	#D33680	#151515	64
97	#D33680	#151515	64
98	#D33680	#151515	64
99	#F0A0BC	#6A6A6A	58
100	#F0A0BC	#6A6A6A	58
102	#CD1076	#000000	32
103	#CD1076	#000000	51
104	#F0A0BC	#6A6A6A	58
105	#F0A0BC	#6A6A6A	58
106	#FFFFFF	#D3D3D3	65
107	#FFFFFF	#D3D3D3	65
108	#FFFFFF	#D3D3D3	65
109	#FFFFFF	#D3D3D3	65
110	#FFFFFF	#D3D3D3	65
111	#FFFFFF	#D3D3D3	65
112	#FFFFFF	#D3D3D3	65
113	#FFFFFF	#D3D3D3	65
114	#CD1076	#000000	51
115	#FFFFFF	#D3D3D3	65
116	#FFFFFF	#D3D3D3	65
117	#FFFFFF	#D3D3D3	65
118	#FFFFFF	#D3D3D3	65
119	#FFFFFF	#D3D3D3	65
120	#FFFFFF	#D3D3D3	65
121	#FFFFFF	#D3D3D3	65
122	#FFFFFF	#D3D3D3	65
123	#FFFFFF	#D3D3D3	5
124	#FFFFFF	#D3D3D3	5
125	#CD1076	#000000	51
126	#FFFFFF	#D3D3D3	65
127	#FFFFFF	#D3D3D3	65
128	#FFFFFF	#D3D3D3	65
129	#FFFFFF	#D3D3D3	92
130	#FFFFFF	#D3D3D3	92
131	#FFFFFF	#D3D3D3	92
132	#FFFFFF	#D3D3D3	65
133	#FFFFFF	#D3D3D3	31
134	#FFFFFF	#D3D3D3	31
135	#FFFFFF	#D3D3D3	65
136	#D33680	#151515	64
137	#FFFFFF	#D3D3D3	55
138	#FFFFFF	#D3D3D3	55
139	#FFFFFF	#D3D3D3	55
140	#FFFFFF	#D3D3D3	55
141	#FFFFFF	#D3D3D3	55
142	#FFFFFF	#D3D3D3	31
143	#FFFFFF	#D3D3D3	31
144	#FFFFFF	#D3D3D3	31
145	#FFFFFF	#D3D3D3	31
146	#D33680	#151515	64
147	#D33680	#151515	64
148	#F0A0BC	#6A6A6A	58
149	#F0A0BC	#6A6A6A	58
150	#F0A0BC	#6A6A6A	58
151	#CD1076	#000000	32
152	#CD1076	#000000	32
153	#FFFFFF	#D3D3D3	20
154	#FFFFFF	#D3D3D3	20
155	#FFFFFF	#D3D3D3	20
156	#FFFFFF	#D3D3D3	20
157	#FFFFFF	#D3D3D3	20
158	#FFFFFF	#D3D3D3	20
159	#FFFFFF	#D3D3D3	107
160	#FFFFFF	#D3D3D3	107
161	#FFFFFF	#D3D3D3	107
162	#FFFFFF	#D3D3D3	107
163	#CD1076	#000000	51
164	#FFFFFF	#D3D3D3	107
165	#FFFFFF	#D3D3D3	107
166	#FFFFFF	#D3D3D3	107
167	#FFFFFF	#D3D3D3	106
168	#FFFFFF	#D3D3D3	106
169	#FFFFFF	#D3D3D3	106
170	#FFFFFF	#D3D3D3	106
171	#FFFFFF	#D3D3D3	106
172	#FFFFFF	#D3D3D3	106
173	#FFFFFF	#D3D3D3	106
174	#CD1076	#000000	51
175	#FFFFFF	#D3D3D3	5
176	#FFFFFF	#D3D3D3	5
177	#FFFFFF	#D3D3D3	5
178	#FFFFFF	#D3D3D3	5
179	#FFFFFF	#D3D3D3	5
180	#FFFFFF	#D3D3D3	5
181	#FFFFFF	#D3D3D3	5
182	#FFFFFF	#D3D3D3	5
183	#FFFFFF	#D3D3D3	5
