group	x	y	clickSelects	showSelected1
125	-28.25	-0.25	53	13950,0
125	-28.25	0.25	53	13950,0
125	-27.75	0.25	53	13950,0
125	-27.75	-0.25	53	13950,0
125	-28.25	-0.25	53	13950,0
125	-42.25	35.75	53	14000,0
125	-42.25	36.25	53	14000,0
125	-41.75	36.25	53	14000,0
125	-41.75	35.75	53	14000,0
125	-42.25	35.75	53	14000,0
125	-26.75	1.25	53	14000,50
125	-26.75	1.75	53	14000,50
125	-25.75	2.75	53	14000,50
125	-25.25	2.75	53	14000,50
125	-25.25	2.25	53	14000,50
125	-25.75	1.75	53	14000,50
125	-25.75	0.75	53	14000,50
125	-26.25	0.75	53	14000,50
125	-26.75	1.25	53	14000,50
125	-44.75	33.25	53	14050,50
125	-44.75	33.75	53	14050,50
125	-41.75	36.75	53	14050,50
125	-40.75	36.75	53	14050,50
125	-40.75	37.75	53	14050,50
125	-39.75	37.75	53	14050,50
125	-39.75	38.75	53	14050,50
125	-36.25	42.25	53	14050,50
125	-35.75	42.25	53	14050,50
125	-35.75	40.75	53	14050,50
125	-41.25	35.25	53	14050,50
125	-42.25	35.25	53	14050,50
125	-42.25	34.25	53	14050,50
125	-43.75	32.75	53	14050,50
125	-44.25	32.75	53	14050,50
125	-44.75	33.25	53	14050,50
125	-24.25	3.75	53	14050,100
125	-24.25	4.25	53	14050,100
125	-23.75	4.25	53	14050,100
125	-23.75	2.75	53	14050,100
125	-24.75	1.75	53	14050,100
125	-25.25	1.75	53	14050,100
125	-25.25	2.25	53	14050,100
125	-24.25	3.25	53	14050,100
125	-24.25	3.75	53	14050,100
136	-24.75	3.25	53	13950,0
136	-24.75	3.75	53	13950,0
136	-24.25	3.75	53	13950,0
136	-24.25	3.25	53	13950,0
136	-24.75	3.25	53	13950,0
136	-40.75	37.25	53	14000,0
136	-40.75	37.75	53	14000,0
136	-40.25	37.75	53	14000,0
136	-40.25	37.25	53	14000,0
136	-40.75	37.25	53	14000,0
136	-24.75	3.25	53	14000,50
136	-24.75	3.75	53	14000,50
136	-24.25	3.75	53	14000,50
136	-24.25	3.25	53	14000,50
136	-24.75	3.25	53	14000,50
136	-32.25	45.75	53	14050,50
136	-32.25	46.25	53	14050,50
136	-31.75	46.25	53	14050,50
136	-31.75	45.75	53	14050,50
136	-32.25	45.75	53	14050,50
136	-27.75	-0.75	53	14050,100
136	-27.75	-0.25	53	14050,100
136	-26.25	1.25	53	14050,100
136	-25.75	1.25	53	14050,100
136	-25.75	0.75	53	14050,100
136	-27.25	-0.75	53	14050,100
136	-27.75	-0.75	53	14050,100
147	-14.25	13.75	53	13950,0
147	-14.25	14.25	53	13950,0
147	-13.75	14.25	53	13950,0
147	-13.75	13.75	53	13950,0
147	-14.25	13.75	53	13950,0
147	-35.75	42.25	53	14000,0
147	-35.75	42.75	53	14000,0
147	-35.25	42.75	53	14000,0
147	-35.25	42.25	53	14000,0
147	-35.75	42.25	53	14000,0
147	-23.25	4.75	53	14000,50
147	-23.25	5.25	53	14000,50
147	-22.25	6.25	53	14000,50
147	-21.75	6.25	53	14000,50
147	-21.75	5.75	53	14000,50
147	-22.75	4.75	53	14000,50
147	-23.25	4.75	53	14000,50
147	-35.25	42.25	53	14050,50
147	-35.25	41.75	53	14050,50
147	-34.75	41.75	53	14050,50
147	-34.25	42.25	53	14050,50
147	-34.25	42.75	53	14050,50
147	-34.75	42.75	53	14050,50
